Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force,IR_A,Letter,Roll,Pitch,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z
2025-02-19 12:57:37.355,656,-125,736,-2,-4,-3,-1,-4,4,1,45,noise,9.638965760490343,41.306460321839296,1316.0863717164034,-250.7786531471805,-4.584709730598888
2025-02-19 12:57:37.450,692,-89,723,-2,-4,-1,-3,-2,2,0,47,noise,7.017702737858187,43.52977665474676,1380.7314602617578,-177.57962422441685,3.414962761198126
2025-02-19 12:57:37.557,666,-105,728,-1,6,3,-4,-3,3,0,45,noise,8.207216411918147,42.159759195889414,1337.2001310501603,-210.8198404808811,-5.684227334108982
2025-02-19 12:57:37.663,652,-134,735,0,0,2,-1,-4,2,0,43,noise,10.332283688990364,41.1108828390893,1309.5183668011182,-269.13414287016843,-6.220858280401558
2025-02-19 12:57:37.766,665,-118,723,-1,-6,-4,-4,-2,4,0,45,noise,9.269451147332807,42.2321615883363,1337.1363160673955,-237.26629367812433,-7.758731604100603
2025-02-19 12:57:37.880,668,-94,725,-1,2,0,-2,0,6,126,45,noise,7.38748245440988,42.41891946671326,1342.546193930419,-188.9211710021847,-7.104776346637323
2025-02-19 12:57:37.985,659,-109,728,0,6,5,-3,-3,2,0,44,noise,8.515370761252154,41.8362022692211,1326.003365279074,-219.3237736197558,-8.84135041451566
2025-02-19 12:57:38.086,650,-133,740,-2,0,-1,-1,-2,5,0,42,noise,10.188973648897672,40.84426904786412,1304.0052940402622,-266.8195447805459,-4.559873215067682
2025-02-19 12:57:38.204,660,-123,733,-1,-8,-7,-2,-1,3,0,44,noise,9.525688450176828,41.604883828627614,1323.989951719151,-246.7435819112963,-4.431264560814498
2025-02-19 12:57:38.305,687,-83,728,-2,2,0,-2,-5,4,124,46,noise,6.50426361254497,43.15565996903724,1370.982767101651,-165.63547259015576,3.197300655019376
2025-02-19 12:57:38.413,665,-117,731,1,3,4,-2,-2,4,0,44,noise,9.093333836975484,41.93270754153509,1333.2573400724098,-234.5730959225142,-3.5806249517768265
2025-02-19 12:57:38.523,652,-126,737,-1,-1,-2,-2,-1,5,0,42,noise,9.701683130990238,41.088933150449385,1309.2296805306605,-253.0106437835326,-5.911464035424842
2025-02-19 12:57:38.629,674,-105,725,-1,-3,-2,-3,-3,2,0,43,noise,8.24071182970788,42.61579812025321,1351.078907421092,-210.47965174957665,-3.3118811280290856
2025-02-19 12:57:38.736,671,-98,727,-1,1,1,-3,-3,5,0,44,noise,7.67722438268115,42.449092418974644,1345.9348665038624,-196.57468989177124,-4.2632607277316765
2025-02-19 12:57:38.840,661,-110,733,-1,1,2,-2,-2,3,0,43,noise,8.534587876754543,41.72618711542539,1326.5715371763956,-220.7607701806407,-5.069495840087598
2025-02-19 12:57:38.949,660,-116,737,-2,-2,-3,-2,-3,3,2,42,noise,8.944679403915698,41.4969982447264,1322.5808091320628,-232.45359675654436,-2.8819035308033563
2025-02-19 12:57:39.060,670,-111,733,-1,-3,-1,-1,-3,5,0,44,noise,8.61101709950615,42.10564426499354,1340.4997084936313,-222.08278752655679,-0.5466960087038615
2025-02-19 12:57:39.162,658,-117,729,0,-2,2,-3,-3,4,0,45,noise,9.117862753795789,41.70746951390742,1323.3276864373138,-235.30294728444636,-8.118363849242883
2025-02-19 12:57:39.273,674,-113,719,2,-4,-1,-3,-2,3,0,47,noise,8.93170106506146,42.80110911531108,1353.455507467058,-226.91464739432868,-5.819747579843806
2025-02-19 12:57:39.375,678,-111,730,-1,0,1,-1,-2,5,0,47,noise,8.645871152903682,42.55855200919816,1354.343297110679,-221.72876988095186,1.7837656477940982
2025-02-19 12:57:39.484,672,-111,729,0,2,0,-2,-2,4,0,41,noise,8.657551477165882,42.343140515368155,1345.5692235039064,-222.25920209662743,-1.7023272832557268
2025-02-19 12:57:39.586,664,-108,719,0,-1,1,-3,-3,2,0,39,noise,8.542455445105519,42.40418915933451,1338.3563776653873,-217.68447106605697,-11.21421015273097
2025-02-19 12:57:39.699,663,-111,721,-1,-5,-3,-2,-3,4,0,43,noise,8.752133683014367,42.266090507652294,1335.574658104747,-223.60299705826077,-10.412260171225398
2025-02-19 12:57:39.805,671,-125,726,2,1,-3,-3,-3,3,0,45,noise,9.769192451223045,42.32851792595663,1344.3805679746497,-250.44347391480062,-2.575696497161971
2025-02-19 12:57:39.915,685,-105,717,0,-1,-1,-3,-1,3,0,46,noise,8.331374756375727,43.38893359533739,1371.947163580889,-210.29847032991734,-2.0381259671497673
2025-02-19 12:57:40.018,674,-109,722,0,-3,-1,-3,-3,4,0,47,noise,8.585085422561201,42.7088104557025,1352.2726707405777,-218.69098087644355,-4.576955897176617
2025-02-19 12:57:40.124,673,-98,717,-2,-1,-1,-3,-3,5,0,47,noise,7.782995175029683,42.9224128066304,1354.0073710013085,-197.16600647567344,-8.530884112835565
2025-02-19 12:57:40.236,673,-109,717,-1,-1,0,-2,-1,4,0,47,noise,8.644052269838419,42.86043603771176,1353.2148701553183,-219.1685302331793,-7.686570432931717
2025-02-19 12:57:40.341,679,-107,723,1,0,-1,-3,-5,4,0,47,noise,8.418352682955259,42.89281434807181,1359.628992994426,-214.2567043452188,-1.7345536597493947
2025-02-19 12:57:40.448,671,-107,719,-1,0,0,-2,-2,5,0,47,noise,8.464509721399178,42.70933159933205,1349.2793543061912,-215.1607912231929,-7.800083079211959
2025-02-19 12:57:40.559,688,-111,725,0,-1,-1,-3,-1,4,0,47,noise,8.704587639750025,43.16870333198396,1372.1488193635632,-221.3786612635981,4.058293548570987
2025-02-19 12:57:41.783,765,-153,723,-20,-40,-33,-5,-4,6,478,48,A,11.948553250418508,45.98994128784251,1484.2178366660214,-296.8435673332043,43.268632797995565
2025-02-19 12:57:41.875,564,-147,502,-3,-27,-17,-5,-6,8,588,46,A,16.321544511533382,47.15570067600072,1297.2043222522195,-338.1011265444615,-150.60384711101813
2025-02-19 12:57:41.980,629,-73,556,-27,5,-4,-6,-8,9,710,52,A,7.479862912695555,48.28206788907606,1375.4299456649678,-159.62859464792155,-103.80135101704616
