Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force,IR_A,Letter,Roll,Pitch,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z
2025-02-18 16:17:05.304,381,-107,645,-24,18,10,-7,6,8,0,11,noise,9.419101864566597,30.23079599100195,884.4844142547188,-248.39851004003916,-207.3555044469648
2025-02-18 16:17:05.398,589,-124,757,-12,-1,11,-7,5,8,71,12,noise,9.302690144928386,37.518432457109384,1198.0166248775445,-252.2140262900094,-25.725950818847537
2025-02-18 16:17:05.496,527,-159,812,-20,-7,3,-6,7,11,283,11,noise,11.079066633694096,32.493836954825994,1064.2088854749081,-321.08010017174655,-15.729819745020109
2025-02-18 16:17:05.616,557,-206,779,-8,-20,-2,-5,8,12,320,12,noise,14.812327872669172,34.65447787604212,1125.6261413819666,-416.29979376065546,-16.25989970655621
2025-02-18 16:17:05.721,628,-148,762,7,-10,-3,-6,6,11,212,15,noise,10.991465023732493,38.973845655646,1256.9655743555018,-296.2275557398316,-1.171604552376266
2025-02-18 16:17:05.828,668,-169,711,6,-16,16,-7,7,12,0,17,noise,13.37070676360764,42.429039494794885,1342.6765758226643,-339.68913370363805,-7.106355404063038
2025-02-18 16:17:05.930,710,-154,719,-12,-28,-7,-7,6,13,0,18,noise,12.089314848731254,43.99685001359635,1404.6188218088378,-304.6638007867057,15.576150872458697
2025-02-18 16:17:06.030,605,-204,646,4,15,-9,-8,5,12,0,21,noise,17.52556837372287,41.76680340212091,1271.1004371087352,-428.60246143831733,-65.24112788800483
2025-02-18 16:17:06.146,463,-141,629,-42,24,0,-7,6,14,96,16,noise,12.634857322969125,35.68831904276114,1046.375638816701,-318.6586718642653,-163.5340751959069
2025-02-18 16:17:06.255,613,-200,749,-3,-16,-15,-8,5,13,139,19,noise,14.950460228375471,38.33413703038254,1233.2464943310415,-402.3642722124116,-8.854199435481405
2025-02-18 16:17:06.363,682,-159,708,-1,-5,-3,-8,4,14,151,24,noise,12.65727336722329,43.2244993047845,1366.8587456099863,-318.66648174778277,-2.9677300467307077
2025-02-18 16:17:06.471,661,-191,729,12,-3,-8,-7,5,15,141,24,noise,14.681646578510486,41.25452412358031,1320.4051789565065,-381.5391666878861,1.758887353565683
2025-02-18 16:17:06.579,677,-145,725,11,-4,-6,-6,2,13,147,27,noise,11.309932474020213,42.479073039943344,1352.3208761729688,-289.6403649114926,1.7981754425368308
2025-02-18 16:17:06.687,674,-133,726,-2,-1,0,-8,2,14,133,27,noise,10.381222280853008,42.40163156010187,1348.3234156352946,-266.0638194057777,-0.34836758341816676
2025-02-18 16:17:06.794,667,-144,720,-3,-1,2,-9,4,14,131,28,noise,11.309932474020213,42.25197761872354,1339.392356372005,-289.16416689290656,-5.820834464532936
2025-02-18 16:17:06.897,664,-150,721,0,3,1,-8,4,12,132,27,noise,11.752421041789054,42.038998654356554,1333.636276502166,-301.273255233923,-6.120113491056486
2025-02-18 16:17:07.007,663,-142,731,1,-1,0,-7,3,13,103,27,noise,10.993050961805727,41.679759570482666,1327.966554151512,-284.4211925935365,-2.1682520132054606
2025-02-18 16:17:07.114,674,-143,721,1,0,1,-8,4,14,119,28,noise,11.218210386663918,42.519318281231776,1349.8387552497356,-286.3901216627777,-1.9669770549839996
2025-02-18 16:17:07.220,665,-144,732,0,0,1,-7,4,13,116,26,noise,11.129189289611187,41.71335396271542,1330.4043560067414,-288.08755979694854,-0.44509563448821154
2025-02-18 16:17:07.326,668,-145,730,1,0,0,-8,4,13,120,27,noise,11.234444007142086,41.909059754702454,1335.95023956066,-289.9891987070295,0.054378923230729015
2025-02-18 16:17:07.429,661,-147,731,0,-1,-1,-8,6,13,118,27,noise,11.370212072519402,41.55679454399725,1324.3621262543488,-294.52531400815326,-2.612275782040797
2025-02-18 16:17:07.544,666,-139,727,0,-1,-2,-9,4,12,97,27,noise,10.824129345355193,41.980710767504036,1334.880380848187,-278.6011605674144,-3.1441995144625707
2025-02-18 16:17:07.650,662,-136,727,-1,-1,0,-9,3,12,107,26,noise,10.595861349153743,41.83059920679644,1328.930501784112,-273.0129127532315,-5.414614497053549
