Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force1,Force2,Force3,Letter
2025-03-07 13:26:35.605,589, 660, 715, 9, 28, 53, -1, 5, -12, 797, 616, 388,noise
2025-03-07 13:26:35.661,595, 666, 684, -5, 22, 57, -1, 5, -12, 798, 624, 394,noise
2025-03-07 13:26:35.716,855, 457, 570, -2, -14, 26, -2, 2, -14, 826, 632, 429,noise
2025-03-07 13:26:35.771,866, 495, 384, -84, 0, 27, -4, 1, -20, 869, 669, 522,noise
2025-03-07 13:26:35.830,766, 425, 552, -82, 43, 20, -10, 0, -27, 871, 672, 581,noise
2025-03-07 13:26:35.890,631, 228, 1122, -81, 11, -7, -21, 2, -38, 864, 684, 662,noise
2025-03-07 13:26:35.949,519, 350, 788, -72, -26, -4, -28, 6, -29, 806, 656, 687,noise
2025-03-07 13:26:36.011,713, 26, 1125, -28, -54, -44, -27, 9, -21, 744, 592, 704,noise
2025-03-07 13:26:36.068,558, 210, 969, 5, -49, -80, -23, 7, -15, 769, 696, 716,noise
2025-03-07 13:26:36.128,537, 186, 983, 107, -47, -123, -20, 0, -10, 741, 749, 702,noise
2025-03-07 13:26:36.190,157, 471, 898, 138, -60, -81, -13, -6, -1, 704, 763, 599,noise
2025-03-07 13:26:36.248,143, 402, 325, 66, -49, 1, -10, -8, 7, 767, 729, 601,noise
2025-03-07 13:26:36.300,146, 409, 231, 27, 16, 45, -9, -8, 10, 784, 689, 533,noise
2025-03-07 13:26:36.356,264, 414, 333, 11, 39, 82, -13, -5, 8, 775, 615, 472,noise
2025-03-07 13:26:36.416,530, 483, 478, 25, 38, 113, -19, -3, 6, 761, 539, 393,noise
2025-03-07 13:26:36.472,699, 626, 535, 46, 50, 80, -24, -2, 3, 736, 513, 338,noise
2025-03-07 13:26:36.520,768, 554, 773, 10, 27, 49, -25, 2, 0, 723, 367, 252,noise
2025-03-07 13:26:36.584,871, 443, 573, 31, 16, -25, -27, 3, -7, 708, 432, 16,noise
2025-03-07 13:26:36.640,808, 724, 495, 41, 10, -71, -19, 3, -10, 708, 475, 21,noise
2025-03-07 13:26:36.690,719, 769, 433, 10, 20, -32, -13, 0, -9, 740, 418, 17,noise
2025-03-07 13:26:36.751,906, 500, 524, -17, -11, 4, -10, 3, -7, 735, 24, 73,noise
2025-03-07 13:26:36.802,850, 528, 325, -20, 11, -50, -9, 4, -3, 686, 25, 14,noise
2025-03-07 13:26:36.861,772, 389, 458, -55, 11, -25, -7, 7, -4, 704, 20, 20,noise
2025-03-07 13:26:36.916,708, 560, 488, -33, 18, -30, -4, 6, -4, 733, 13, 16,noise
2025-03-07 13:26:36.970,598, 444, 602, -46, 0, -26, -5, 5, -6, 726, 30, 128,noise
2025-03-07 13:26:37.026,544, 603, 628, -14, -1, -21, -5, 6, -7, 739, 23, 18,noise
2025-03-07 13:26:37.084,672, 603, 589, 14, -2, -13, -2, 7, -6, 779, 10, 212,noise
2025-03-07 13:26:37.140,455, 707, 628, -2, -14, -18, -2, 7, -6, 837, 541, 544,noise
2025-03-07 13:26:37.195,705, 741, 646, -23, 2, -9, -2, 7, -6, 627, 617, 640,noise
2025-03-07 13:26:37.250,500, 700, 640, 69, -27, -17, -1, 8, -5, 21, 579, 453,noise
2025-03-07 13:26:37.301,512, 682, 485, 32, -26, -11, -3, 5, -3, 27, 566, 421,noise
2025-03-07 13:26:37.360,522, 579, 475, 16, -8, 27, -3, 4, -3, 677, 549, 451,noise
2025-03-07 13:26:37.419,574, 629, 376, 32, -22, 20, -5, 4, -2, 876, 529, 618,noise
2025-03-07 13:26:37.470,648, 597, 392, -22, -5, -4, -5, 4, 0, 886, 391, 662,noise
2025-03-07 13:26:37.525,858, 800, 722, 12, 1, -22, -3, 5, -1, 886, 19, 624,noise
2025-03-07 13:26:37.575,474, 570, 436, 0, -1, -8, -3, 5, 0, 860, 9, 540,noise
2025-03-07 13:26:37.632,667, 711, 546, -1, -3, -11, -4, 5, -1, 861, 13, 487,noise
2025-03-07 13:26:37.684,540, 762, 554, -1, -11, 10, -3, 5, -2, 854, 22, 439,noise
2025-03-07 13:26:37.740,588, 767, 360, -23, -21, 39, -5, 6, -1, 864, 525, 552,noise
2025-03-07 13:26:37.801,585, 598, 358, -3, -1, 19, -6, 5, -1, 864, 612, 605,noise
2025-03-07 13:26:37.851,581, 489, 389, -24, 10, -1, -7, 5, -2, 853, 638, 588,noise
2025-03-07 13:26:37.910,565, 427, 455, -24, 15, -14, -6, 5, 0, 836, 649, 577,noise
2025-03-07 13:26:37.967,897, 602, 792, 38, -4, -27, -4, 6, -2, 804, 663, 633,noise
2025-03-07 13:26:38.020,378, 476, 300, -38, 9, -4, -4, 7, -1, 641, 673, 515,noise
2025-03-07 13:26:38.076,714, 796, 595, 44, -12, -21, -4, 7, 0, 491, 640, 536,noise
2025-03-07 13:26:38.132,508, 607, 440, 1, -5, 2, -5, 5, -1, 415, 629, 501,noise
2025-03-07 13:26:38.184,621, 729, 433, 1, -5, 1, -2, 6, -1, 440, 628, 500,noise
2025-03-07 13:26:38.234,603, 666, 434, 6, -2, 1, -5, 4, 0, 505, 626, 507,noise
2025-03-07 13:26:38.291,612, 679, 431, -8, 4, -1, -4, 4, 0, 525, 617, 489,noise
2025-03-07 13:26:38.341,591, 665, 470, -4, 3, -1, -4, 5, -1, 534, 602, 461,noise
2025-03-07 13:26:38.398,588, 673, 472, -1, 1, 0, -4, 6, 0, 547, 609, 478,noise
2025-03-07 13:26:38.448,593, 673, 448, -1, 0, 0, -3, 5, 0, 555, 615, 478,noise
2025-03-07 13:26:38.502,606, 664, 466, -3, 1, 0, -4, 6, 0, 556, 598, 457,noise
2025-03-07 13:26:38.554,597, 671, 461, -5, 2, -2, -4, 6, 0, 560, 604, 477,noise
2025-03-07 13:26:38.601,591, 685, 471, -2, 0, -2, -4, 4, 0, 578, 611, 480,noise
2025-03-07 13:26:38.661,600, 683, 454, -2, 0, -1, -2, 7, -2, 565, 603, 463,noise
2025-03-07 13:26:38.714,598, 675, 469, -1, -2, -1, -4, 6, -1, 579, 610, 482,noise
2025-03-07 13:26:38.767,593, 675, 468, 0, -2, 0, -5, 8, -1, 594, 620, 483,noise
2025-03-07 13:26:38.821,592, 698, 454, -2, -3, 4, -3, 6, 0, 599, 609, 472,noise
2025-03-07 13:26:38.875,605, 651, 464, -4, -1, 1, -4, 7, -1, 600, 608, 469,noise
2025-03-07 13:26:38.925,627, 623, 469, -3, 1, 7, -7, 6, -1, 699, 644, 498,noise
2025-03-07 13:26:38.981,615, 653, 460, -2, 1, 0, -3, 4, 0, 702, 637, 472,noise
2025-03-07 13:26:39.033,605, 685, 458, -4, 2, -3, -5, 5, 0, 675, 620, 480,noise
2025-03-07 13:26:39.084,611, 652, 470, -2, 1, -2, -5, 6, 0, 619, 607, 473,noise
2025-03-07 13:26:39.140,618, 657, 471, -3, 0, 0, -3, 7, 0, 618, 603, 474,noise
2025-03-07 13:26:39.191,602, 673, 479, -1, 0, -1, -5, 7, -1, 636, 618, 489,noise
2025-03-07 13:26:39.244,598, 647, 469, -2, 1, -2, -5, 5, -2, 629, 609, 482,noise
2025-03-07 13:26:39.299,600, 655, 468, -1, 0, -2, -4, 5, 0, 634, 622, 489,noise
2025-03-07 13:26:39.352,614, 676, 463, -1, -1, -4, -4, 7, -2, 628, 614, 472,noise
2025-03-07 13:26:39.410,596, 656, 474, 1, -1, -3, -4, 7, -1, 664, 613, 468,noise
2025-03-07 13:26:39.464,600, 666, 469, 0, -1, -3, -4, 5, -1, 680, 623, 469,noise
2025-03-07 13:26:39.516,604, 670, 469, 2, -2, -7, -4, 6, -2, 688, 629, 459,noise
2025-03-07 13:26:39.570,606, 656, 482, 8, -2, -13, -4, 4, 1, 682, 629, 466,noise
2025-03-07 13:26:40.291,566, 614, 561, 28, -11, 4, -6, 6, 0, 939, 42, 781,A
2025-03-07 13:26:40.351,835, 783, 454, 4, -7, 4, -7, 6, -2, 941, 41, 780,A
2025-03-07 13:26:40.400,695, 623, 378, 6, 2, 1, -7, 5, -1, 942, 29, 782,A
2025-03-07 13:26:40.452,662, 663, 423, -8, 3, 8, -5, 6, 1, 945, 320, 797,A
2025-03-07 13:26:40.500,659, 606, 465, -24, -5, 9, -7, 5, 0, 955, 779, 825,A
2025-03-07 13:26:40.565,642, 635, 456, -22, 6, 25, -8, 5, -1, 964, 862, 842,A
2025-03-07 13:26:40.619,681, 559, 456, -7, -6, 5, -7, 8, -1, 968, 897, 851,A
2025-03-07 13:26:40.670,713, 582, 430, 7, -6, 6, -9, 7, -1, 974, 914, 868,A
2025-03-07 13:26:40.725,678, 606, 438, -12, -3, 8, -9, 7, -1, 978, 923, 882,A
2025-03-07 13:26:40.782,1028, 482, 488, -15, -4, -7, -7, 7, -2, 978, 933, 887,A
2025-03-07 13:26:40.834,673, 453, 533, 1, -9, -11, -9, 8, -2, 983, 939, 882,A
2025-03-07 13:26:40.897,476, 471, 435, 80, -22, -31, -9, 7, -3, 986, 934, 807,A
2025-03-07 13:26:40.950,1029, 855, -58, 2, 39, 21, -9, 5, 2, 986, 915, 726,A
2025-03-07 13:26:41.000,484, 203, 952, -42, -29, -20, -9, 7, 0, 975, 908, 800,A
2025-03-07 13:26:41.065,682, 606, 673, -26, -10, -7, -9, 7, 0, 979, 922, 827,A
2025-03-07 13:26:41.116,738, 699, 206, 43, -6, 15, -9, 7, -1, 985, 925, 780,A
2025-03-07 13:26:41.171,650, 600, 364, 5, 36, 25, -10, 8, 0, 982, 914, 759,A
2025-03-07 13:26:41.226,502, 702, 599, -44, 4, -37, -8, 6, 1, 974, 886, 783,A
2025-03-07 13:26:41.282,776, 504, 663, 19, -26, -9, -9, 7, -2, 982, 928, 790,A
2025-03-07 13:26:41.333,722, 540, 265, -10, 20, 30, -10, 5, -1, 984, 939, 800,A
2025-03-07 13:26:41.397,923, 240, 240, -21, 66, -41, -10, 6, -1, 976, 918, 822,A
2025-03-07 13:26:41.450,654, 562, 575, -37, 48, -48, -6, 7, -3, 962, 857, 766,A
2025-03-07 13:26:41.510,523, 522, 751, -14, 2, -37, -2, 9, -6, 953, 789, 738,A
2025-03-07 13:26:41.850,530, 601, 603, -4, 7, 6, -7, 8, -1, 944, 811, 667,B
2025-03-07 13:26:41.901,577, 615, 642, 3, -3, 8, -8, 5, -1, 947, 817, 677,B
2025-03-07 13:26:41.950,655, 589, 437, 2, 5, 2, -7, 7, -1, 949, 831, 700,B
2025-03-07 13:26:42.000,667, 608, 475, 9, -12, 3, -9, 7, -2, 950, 844, 729,B
2025-03-07 13:26:42.060,658, 638, 438, 5, -6, 4, -7, 5, -1, 953, 855, 742,B
2025-03-07 13:26:42.114,728, 643, 346, -5, 3, -6, -7, 5, 0, 955, 864, 736,B
2025-03-07 13:26:42.170,709, 558, 573, -4, -3, -8, -8, 7, -1, 964, 890, 705,B
2025-03-07 13:26:42.220,754, 559, 348, 37, 28, 28, -7, 7, 0, 978, 883, 622,B
2025-03-07 13:26:42.275,736, 690, 45, -11, 22, 19, -7, 5, 1, 977, 860, 580,B
2025-03-07 13:26:42.333,616, 660, 469, -25, -22, -30, -8, 6, -1, 968, 869, 757,B
2025-03-07 13:26:42.390,815, 732, 492, 12, -25, -1, -8, 5, 0, 980, 920, 777,B
2025-03-07 13:26:42.440,540, 901, 364, -1, 6, 18, -9, 6, -1, 982, 921, 757,B
2025-03-07 13:26:42.490,798, 512, 234, 5, 9, 5, -8, 7, 0, 981, 914, 731,B
2025-03-07 13:26:42.550,592, 412, 670, -15, 17, 15, -8, 6, -1, 984, 915, 687,B
2025-03-07 13:26:42.600,841, 676, 260, -4, 18, 10, -8, 7, -1, 983, 897, 520,B
2025-03-07 13:26:42.666,1054, 426, 573, -15, 9, -12, -7, 6, -2, 962, 828, 651,B
2025-03-07 13:26:42.720,494, 545, 784, -40, 24, -21, -6, 8, -4, 959, 851, 605,B
2025-03-07 13:26:42.775,430, 630, 633, 5, -35, 5, -5, 7, -3, 962, 882, 674,B
2025-03-07 13:26:43.160,684, 586, 459, 1, -1, -3, -7, 7, -1, 962, 887, 745,C
2025-03-07 13:26:43.215,685, 586, 463, -1, -1, -3, -8, 6, -1, 963, 889, 744,C
2025-03-07 13:26:43.266,671, 572, 479, 0, -1, 0, -7, 6, -2, 965, 887, 744,C
2025-03-07 13:26:43.320,702, 596, 438, -5, 2, 0, -9, 7, -2, 965, 890, 742,C
2025-03-07 13:26:43.376,686, 582, 459, -3, 1, 0, -10, 6, -2, 965, 895, 732,C
2025-03-07 13:26:43.433,661, 560, 490, 2, -14, 8, -9, 7, -1, 967, 895, 729,C
2025-03-07 13:26:43.483,604, 511, 484, -9, -5, -12, -9, 6, -1, 970, 902, 710,C
2025-03-07 13:26:43.540,696, 423, 610, 32, -15, -28, -8, 7, -1, 977, 903, 628,C
2025-03-07 13:26:43.600,925, 914, -65, 21, 19, 34, -7, 7, 2, 983, 905, 497,C
2025-03-07 13:26:43.650,697, 767, 604, -18, 23, 39, -7, 6, 0, 982, 929, 645,C
2025-03-07 13:26:43.710,926, 387, 137, -30, 54, -46, -10, 5, -1, 974, 915, 733,C
2025-03-07 13:26:43.766,527, 541, 646, -36, 30, -29, -7, 6, -5, 971, 896, 658,C
2025-03-07 13:26:43.826,560, 552, 642, 12, -16, 3, -5, 7, -4, 963, 888, 674,C
2025-03-07 13:26:43.874,704, 568, 448, 17, -22, 7, -6, 7, -3, 963, 882, 689,C
2025-03-07 13:26:44.291,650, 561, 491, -1, -3, -4, -7, 5, -4, 960, 873, 711,D
2025-03-07 13:26:44.354,653, 560, 500, -1, -4, -4, -8, 7, -2, 959, 871, 712,D
2025-03-07 13:26:44.403,674, 579, 504, 0, -7, -1, -8, 7, -2, 958, 858, 683,D
2025-03-07 13:26:44.460,691, 563, 500, -1, -6, -1, -8, 8, -2, 960, 859, 678,D
2025-03-07 13:26:44.516,686, 567, 487, -3, -6, -3, -7, 7, -2, 960, 860, 680,D
2025-03-07 13:26:44.571,631, 556, 526, 1, -16, -1, -9, 6, -3, 960, 870, 685,D
2025-03-07 13:26:44.624,718, 426, 550, 1, -10, -14, -8, 7, -2, 966, 891, 617,D
2025-03-07 13:26:44.681,549, 834, -4, 32, 28, 31, -7, 7, 0, 978, 883, 307,D
2025-03-07 13:26:44.738,681, 663, 204, -14, 27, 16, -8, 6, -3, 970, 856, 320,D
2025-03-07 13:26:44.796,702, 672, 376, -15, -27, -45, -8, 6, -2, 959, 853, 670,D
2025-03-07 13:26:44.848,877, 589, 625, 11, -26, -1, -8, 8, 2, 974, 912, 693,D
2025-03-07 13:26:44.900,587, 489, 489, 12, 11, 26, -9, 5, -1, 981, 927, 629,D
2025-03-07 13:26:44.960,292, 347, 557, 17, 33, 9, -8, 6, 0, 980, 900, 317,D
2025-03-07 13:26:45.013,810, 555, 420, -35, 26, 11, -9, 5, -2, 963, 830, 402,D
2025-03-07 13:26:45.070,602, 556, 612, -35, 41, -23, -8, 6, -3, 963, 854, 528,D
2025-03-07 13:26:45.123,481, 603, 716, -8, -3, -4, -7, 8, -5, 962, 874, 609,D
2025-03-07 13:26:45.601,664, 563, 494, -1, -2, 2, -7, 7, -4, 961, 879, 628,E
2025-03-07 13:26:45.650,671, 555, 505, -1, -2, 1, -6, 8, -4, 963, 879, 629,E
2025-03-07 13:26:45.710,666, 554, 520, 3, -3, 1, -7, 9, -4, 961, 875, 648,E
2025-03-07 13:26:45.763,691, 551, 486, -1, 0, 1, -8, 6, -3, 962, 875, 660,E
2025-03-07 13:26:45.820,677, 560, 499, -2, -1, -2, -9, 8, -3, 961, 876, 676,E
2025-03-07 13:26:45.871,654, 548, 483, -3, -5, -4, -9, 8, -3, 962, 879, 683,E
2025-03-07 13:26:45.931,611, 539, 578, -2, -21, -2, -9, 6, -3, 960, 887, 696,E
2025-03-07 13:26:45.982,677, 432, 656, 19, -13, -12, -7, 8, -4, 971, 894, 601,E
2025-03-07 13:26:46.040,751, 671, 428, 25, 19, 26, -8, 5, -3, 978, 873, 272,E
2025-03-07 13:26:46.098,768, 750, 459, -38, 28, 17, -9, 6, -1, 965, 848, 465,E
2025-03-07 13:26:46.150,419, 651, 825, -15, -27, -16, -7, 7, -1, 956, 857, 647,E
2025-03-07 13:26:46.214,766, 854, 340, 36, -37, -3, -8, 7, -2, 978, 928, 685,E
2025-03-07 13:26:46.265,658, 614, 496, 7, 19, 27, -8, 6, 0, 977, 931, 730,E
