Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force1,Force2,Force3,Letter
2025-03-17 14:20:12.022,561, 718, 466, -21, 0, 0, -7, 2, 1, 75, 496, 78,noise
2025-03-17 14:20:12.068,562, 693, 473, -12, 0, 2, -7, 1, 4, 74, 499, 80,noise
2025-03-17 14:20:12.120,582, 696, 464, 0, 1, 4, -6, 2, 2, 80, 488, 69,noise
2025-03-17 14:20:12.170,608, 673, 427, -3, 1, 0, -6, 0, 4, 81, 383, 81,noise
2025-03-17 14:20:12.222,609, 677, 461, -6, 1, -5, -8, 3, 3, 302, 396, 72,noise
2025-03-17 14:20:12.276,554, 675, 491, 1, -2, -2, -8, 2, 2, 330, 409, 87,noise
2025-03-17 14:20:12.325,584, 713, 450, 5, -4, 3, -7, 1, 3, 335, 417, 53,noise
2025-03-17 14:20:12.378,606, 681, 424, -2, 1, 0, -6, 1, 4, 374, 425, 70,noise
2025-03-17 14:20:12.427,584, 684, 466, -6, 1, -3, -9, 2, 3, 402, 440, 81,noise
2025-03-17 14:20:12.482,568, 703, 456, 1, -3, 3, -7, 2, 4, 410, 435, 73,noise
2025-03-17 14:20:12.525,607, 680, 434, -1, 0, -2, -8, 2, 3, 325, 432, 67,noise
2025-03-17 14:20:12.584,606, 657, 457, -1, -1, -16, -7, 2, 4, 51, 389, 45,noise
2025-03-17 14:20:12.636,554, 715, 456, 10, 2, -6, -7, 0, 5, 74, 363, 80,noise
2025-03-17 14:20:12.686,561, 704, 422, 8, -2, -7, -8, 1, 3, 69, 382, 67,noise
2025-03-17 14:20:12.737,582, 720, 422, -3, -2, -7, -7, 1, 3, 32, 399, 41,noise
2025-03-17 14:20:12.786,589, 743, 438, -12, 3, 2, -9, -1, 2, 226, 449, 82,noise
2025-03-17 14:20:12.846,571, 722, 452, -22, 4, 14, -8, 0, 4, 728, 547, 115,noise
2025-03-17 14:20:12.896,541, 724, 537, -9, -11, 29, -9, 1, 3, 780, 626, 365,noise
2025-03-17 14:20:12.956,627, 661, 519, 14, -17, 37, -10, 3, 2, 791, 642, 461,noise
2025-03-17 14:20:13.006,650, 671, 342, 23, -21, 9, -9, 1, 3, 816, 701, 494,noise
2025-03-17 14:20:13.063,629, 581, 344, 8, 7, 8, -8, -2, 4, 847, 765, 519,noise
2025-03-17 14:20:13.117,611, 535, 383, -4, 17, -4, -8, -1, 4, 859, 788, 541,noise
