Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force1,Force2,Force3,Letter
2025-03-19 23:09:28.835,594, 795, 97, -2, 0, -1, -1, -2, 0, 779, 613, 393,noise
2025-03-19 23:09:28.846,598, 797, 97, -2, 0, -1, -1, -2, 0, 777, 611, 385,noise
2025-03-19 23:09:28.854,596, 791, 96, -2, 0, -1, -1, -2, -1, 782, 614, 397,noise
2025-03-19 23:09:28.863,599, 791, 96, -1, 0, 0, -2, 1, 0, 782, 610, 390,noise
2025-03-19 23:09:28.871,598, 799, 98, -1, 0, -1, 0, -5, -1, 784, 613, 393,noise
2025-03-19 23:09:28.879,596, 799, 97, -1, 0, -1, 1, -2, 2, 786, 613, 395,noise
2025-03-19 23:09:28.888,594, 799, 101, -1, 0, -1, 1, -1, 0, 788, 620, 410,noise
2025-03-19 23:09:28.896,597, 801, 94, -1, 0, 0, 0, -1, 1, 786, 620, 412,noise
2025-03-19 23:09:28.904,599, 794, 96, -1, 0, 0, -2, -2, -4, 779, 607, 399,noise
2025-03-19 23:09:28.916,598, 801, 95, -2, 0, -1, 0, -2, 1, 777, 607, 393,noise
2025-03-19 23:09:28.924,593, 797, 91, -2, 0, 0, 0, -2, 1, 775, 602, 384,noise
2025-03-19 23:09:28.932,594, 796, 90, -1, 0, -1, 0, -3, 0, 781, 613, 398,noise
2025-03-19 23:09:28.941,591, 792, 94, -1, 0, -1, 0, 2, -2, 781, 612, 394,noise
2025-03-19 23:09:28.949,597, 797, 91, -1, 0, -1, -1, -5, -3, 783, 614, 399,noise
2025-03-19 23:09:28.957,599, 797, 92, -2, 0, -1, -4, -1, 3, 788, 620, 406,noise
2025-03-19 23:09:28.966,601, 800, 94, -2, 0, -1, 1, -2, 3, 787, 621, 410,noise
2025-03-19 23:09:28.974,596, 797, 96, -2, 0, -1, -1, 0, 0, 787, 619, 411,noise
2025-03-19 23:09:28.982,600, 796, 98, -2, 0, -1, 1, 0, -3, 779, 606, 385,noise
2025-03-19 23:09:28.994,595, 794, 98, -2, 0, -1, 1, -2, -2, 779, 603, 380,noise
2025-03-19 23:09:29.002,597, 796, 98, -2, 0, -1, 1, -2, -2, 776, 602, 377,noise
2025-03-19 23:09:29.010,596, 794, 98, -1, 0, -1, 0, -2, -4, 783, 609, 385,noise
2025-03-19 23:09:29.019,599, 789, 92, -1, 0, 0, 0, -4, 0, 783, 609, 383,noise
2025-03-19 23:09:29.027,598, 799, 92, -1, 0, 0, -4, -2, -2, 786, 613, 387,noise
2025-03-19 23:09:29.035,593, 796, 100, -1, 0, 0, 2, 1, 1, 788, 621, 407,noise
2025-03-19 23:09:29.043,601, 794, 96, -1, 0, 0, 1, -2, 3, 788, 620, 402,noise
2025-03-19 23:09:29.052,595, 794, 99, -1, 0, -1, -2, 1, -1, 785, 619, 407,noise
