Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force1,Force2,Force3,Letter
2025-03-12 12:24:37.717,597, 519, 599, -50, 2, -1, -13, 28, -19, 44, 206, 37,noise
2025-03-12 12:24:37.719,532, 657, 543, -3, 3, 13, -12, 25, -19, 44, 451, 42,noise
2025-03-12 12:24:37.721,597, 519, 599, -50, 2, -1, -13, 28, -19, 44, 206, 37,noise
2025-03-12 12:24:37.723,532, 657, 543, -3, 3, 13, -12, 25, -19, 44, 451, 42,noise
2025-03-12 12:24:37.724,597, 519, 599, -50, 2, -1, -13, 28, -19, 44, 206, 37,noise
2025-03-12 12:24:44.620,603, 516, 615, -3, 0, 1, -1, 4, -1, 946, 782, 530,A
2025-03-12 12:24:44.677,608, 506, 619, -1, -1, -1, -1, 5, -1, 945, 778, 519,A
2025-03-12 12:24:44.727,625, 554, 602, -2, 0, -2, 0, 4, 1, 941, 771, 506,A
2025-03-12 12:24:44.785,623, 545, 599, -5, 1, 1, 1, 4, 0, 938, 762, 491,A
2025-03-12 12:24:44.834,616, 513, 609, 2, 1, -1, 0, 3, 0, 936, 735, 456,A
2025-03-12 12:24:44.887,625, 533, 604, -1, -1, 0, 2, 5, 1, 937, 723, 453,A
2025-03-12 12:24:44.936,624, 541, 596, -1, 0, 0, -1, 5, 0, 939, 715, 466,A
2025-03-12 12:24:44.987,625, 525, 588, 0, 0, -2, -1, 4, 0, 937, 712, 464,A
2025-03-12 12:24:45.037,621, 549, 604, -3, 1, -1, 3, 3, 1, 933, 700, 439,A
2025-03-12 12:24:45.087,614, 532, 603, 1, -1, 0, -1, 5, -2, 938, 708, 449,A
2025-03-12 12:24:45.142,621, 536, 589, 0, 0, 0, -2, 6, 0, 939, 716, 465,A
2025-03-12 12:24:45.198,621, 541, 593, -1, 1, -2, -1, 6, -1, 935, 709, 462,A
2025-03-12 12:24:45.251,619, 514, 605, 1, -1, -4, -1, 3, -1, 935, 727, 485,A
2025-03-12 12:24:45.303,623, 557, 594, 0, -1, 0, -1, 4, 0, 931, 720, 470,A
2025-03-12 12:24:45.358,622, 541, 593, -1, 1, 0, -1, 4, -1, 935, 733, 481,A
2025-03-12 12:24:45.412,617, 535, 605, -3, -1, -2, 0, 4, 0, 935, 727, 475,A
2025-03-12 12:24:45.462,635, 537, 594, -1, -2, -2, 1, 5, 1, 933, 725, 469,A
2025-03-12 12:24:45.518,613, 529, 612, 0, -4, -11, 0, 3, 0, 938, 739, 493,A
2025-03-12 12:24:45.570,610, 561, 607, 9, -14, -3, 0, 3, 2, 936, 735, 486,A
2025-03-12 12:24:45.619,649, 601, 517, 18, -6, -8, 0, 4, 1, 941, 750, 518,A
2025-03-12 12:24:45.677,604, 642, 734, 26, -34, 4, -1, 3, 0, 945, 816, 561,A
2025-03-12 12:24:45.727,623, 644, 524, 62, -64, 14, -2, 1, 6, 953, 859, 668,A
2025-03-12 12:24:45.787,656, 573, 315, -17, 15, -1, -4, 2, 2, 959, 880, 722,A
2025-03-12 12:24:45.837,520, 512, 372, -48, 46, 17, -2, 3, 3, 968, 907, 739,A
2025-03-12 12:24:45.897,666, 435, 674, -47, 16, 20, -2, 5, 2, 973, 918, 720,A
2025-03-12 12:24:45.951,790, 439, 550, 26, -2, 17, -2, 5, 0, 978, 927, 764,A
2025-03-12 12:24:46.003,709, 596, 548, 38, -21, -4, -2, 6, 2, 979, 935, 794,A
2025-03-12 12:24:46.061,539, 570, 599, 41, -25, 18, -2, 5, 1, 980, 947, 818,A
2025-03-12 12:24:46.112,758, 537, 343, 7, -17, 0, -3, 4, 3, 984, 956, 824,A
2025-03-12 12:24:46.169,695, 551, 531, -3, -26, -3, -2, 5, 4, 982, 956, 812,A
2025-03-12 12:24:46.220,739, 585, 402, 3, -25, 3, -4, 5, 5, 983, 962, 834,A
2025-03-12 12:24:46.277,621, 523, 720, 19, -46, 12, -4, 5, 5, 985, 966, 840,A
2025-03-12 12:24:46.328,1026, 934, 8, 64, 17, 3, -4, 4, 8, 987, 960, 718,A
2025-03-12 12:24:46.385,823, 569, 312, -19, 41, 28, -5, 3, 7, 984, 945, 734,A
2025-03-12 12:24:46.437,438, 698, 850, -32, -39, -25, -5, 3, 5, 982, 957, 797,A
2025-03-12 12:24:46.487,817, 722, 107, 39, -5, 10, -4, 3, 8, 989, 967, 786,A
2025-03-12 12:24:46.547,761, 595, 321, 3, 44, 33, -4, 4, 5, 985, 963, 758,A
2025-03-12 12:24:46.603,381, 678, 736, -5, 13, -41, -4, 5, 6, 978, 950, 767,A
2025-03-12 12:24:46.661,1034, 553, 311, -7, -37, -1, -3, 4, 8, 986, 970, 710,A
2025-03-12 12:24:46.713,493, 407, 255, 4, 30, 35, -4, 5, 8, 986, 970, 818,A
2025-03-12 12:24:46.769,743, 519, 249, -61, 126, -61, -3, 3, 3, 976, 953, 776,A
2025-03-12 12:24:46.827,351, 553, 883, -38, 27, -31, -1, 3, 1, 963, 925, 745,A
2025-03-12 12:24:46.877,595, 600, 604, -2, -17, 7, 0, 2, 2, 963, 920, 735,A
2025-03-12 12:24:47.197,641, 561, 546, 14, -3, -15, -2, 5, 3, 961, 894, 717,B
2025-03-12 12:24:47.257,636, 601, 546, 14, -5, -14, -2, 2, 2, 959, 894, 716,B
2025-03-12 12:24:47.307,702, 619, 562, 16, -21, -12, -2, 3, 3, 954, 878, 720,B
2025-03-12 12:24:47.369,689, 651, 413, 12, -39, 3, -3, 2, 4, 955, 871, 684,B
2025-03-12 12:24:47.421,575, 584, 267, 9, -7, 27, -5, 2, 5, 953, 841, 623,B
2025-03-12 12:24:47.472,608, 486, 262, -11, 3, 18, -3, 0, 7, 955, 840, 600,B
2025-03-12 12:24:47.528,562, 485, 566, -33, 42, -1, -5, 5, 3, 957, 874, 604,B
2025-03-12 12:24:47.586,1188, 762, 904, 40, -24, -6, -3, 3, 4, 961, 894, 665,B
2025-03-12 12:24:47.638,429, 408, 551, 8, -9, 9, -2, 3, 5, 964, 911, 654,B
2025-03-12 12:24:47.688,732, 585, 348, -1, -26, 5, -2, 5, 5, 966, 926, 711,B
2025-03-12 12:24:47.747,930, -15, 64, -43, -16, -20, -4, 5, 4, 972, 941, 665,B
2025-03-12 12:24:47.803,973, 952, 415, 45, 21, 15, -4, 4, 7, 984, 942, 582,B
2025-03-12 12:24:47.855,752, 526, 209, 2, 27, 15, -3, 3, 7, 980, 928, 653,B
2025-03-12 12:24:47.907,694, 583, 547, -30, -40, -31, -4, 4, 5, 976, 937, 776,B
2025-03-12 12:24:47.967,678, 829, 298, 13, -12, 5, -3, 3, 6, 983, 964, 771,B
2025-03-12 12:24:48.020,635, 597, 409, -1, 3, 14, -3, 4, 8, 983, 965, 741,B
2025-03-12 12:24:48.074,817, 486, 232, -7, 8, -7, -4, 4, 7, 983, 963, 699,B
2025-03-12 12:24:48.127,477, 674, 423, 6, 10, 11, -3, 6, 5, 986, 959, 498,B
2025-03-12 12:24:48.174,835, 544, 101, 4, 22, 3, -4, 4, 7, 977, 925, 448,B
2025-03-12 12:24:48.233,860, 547, 142, -36, 67, -57, -2, 5, 4, 964, 915, 663,B
2025-03-12 12:24:48.288,389, 693, 715, -10, -6, -13, -1, 2, 2, 961, 920, 691,B
2025-03-12 12:24:48.338,639, 623, 475, 10, -34, 15, -1, 4, 3, 961, 912, 701,B
2025-03-12 12:24:48.600,614, 645, 451, 6, -12, -27, -3, 3, 4, 959, 883, 609,C
2025-03-12 12:24:48.662,629, 659, 447, 4, -14, -24, -2, 2, 6, 960, 880, 611,C
