Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force,IR_A,Letter
2025-02-19 17:38:10.117,440, -35, 891, 0, 0, 0, -1, -2, -1, 296, 5,noise
2025-02-19 17:38:10.216,448, -32, 884, 0, 0, -1, -1, -2, 1, 270, 5,noise
2025-02-19 17:38:10.322,438, -33, 882, -2, 0, -1, 0, -2, -1, 268, 4,noise
2025-02-19 17:38:10.427,457, -36, 884, -1, -1, 0, 0, -3, 0, 263, 5,noise
2025-02-19 17:38:10.537,446, -22, 890, -1, 1, 0, -1, -3, -1, 260, 5,noise
2025-02-19 17:38:10.646,443, -39, 884, -1, -2, 0, -2, -2, -1, 262, 5,noise
2025-02-19 17:38:10.752,447, -42, 888, 0, -4, -2, -2, -2, 0, 268, 6,noise
2025-02-19 17:38:10.855,442, -34, 886, -3, 0, 0, 0, -4, 1, 265, 7,noise
2025-02-19 17:38:10.957,476, -38, 881, 2, -1, 0, -2, -3, 0, 252, 7,noise
2025-02-19 17:38:11.068,434, -39, 881, -3, -1, 1, -1, -1, 0, 250, 6,noise
2025-02-19 17:38:11.182,459, -30, 879, -1, -1, -1, -2, -3, 0, 259, 6,noise
2025-02-19 17:38:11.283,459, -37, 884, 0, -3, -1, 0, -2, 0, 262, 6,noise
2025-02-19 17:38:11.394,446, -24, 875, -2, -4, -1, -2, 0, 1, 221, 6,noise
2025-02-19 17:38:11.497,476, -31, 874, 1, -12, -1, -3, -2, 2, 149, 7,noise
2025-02-19 17:38:11.607,479, -31, 869, -1, -4, 2, -2, -1, 0, 0, 7,noise
2025-02-19 17:38:11.707,475, -39, 866, -2, -5, -1, -1, -3, 2, 0, 7,noise
2025-02-19 17:38:11.821,494, -34, 862, -2, -2, -1, -3, -2, 2, 0, 7,noise
2025-02-19 17:38:11.927,484, -37, 858, -2, -2, 0, -3, -1, 3, 0, 7,noise
2025-02-19 17:38:12.034,487, -38, 867, -2, 0, -1, 0, -3, 2, 1, 7,noise
2025-02-19 17:38:13.458,763, -127, 670, 18, -20, -8, -9, -3, 15, 841, 47,A
2025-02-19 17:38:13.547,742, -119, 643, 15, -8, -12, -8, -4, 15, 855, 63,A
2025-02-19 17:38:13.660,751, -88, 637, 9, -1, -5, -7, -4, 15, 867, 72,A
2025-02-19 17:38:13.767,751, -76, 631, -2, 1, -10, -8, -4, 12, 867, 75,A
2025-02-19 17:38:13.877,772, -82, 654, -6, -3, -9, -10, -5, 15, 865, 86,A
2025-02-19 17:38:13.984,914, 174, 531, 14, -7, 25, -8, -6, 14, 682, 87,A
2025-02-19 17:38:14.090,667, -210, 679, -26, 22, -56, -9, -4, 14, 822, 77,A
2025-02-19 17:38:14.197,724, 63, 669, -7, -22, 66, -8, -7, 14, 809, 87,A
2025-02-19 17:38:14.303,543, 86, 542, 14, 42, -38, -8, -4, 13, 739, 73,A
2025-02-19 17:38:14.407,843, 147, 558, 14, -46, 19, -8, -5, 14, 760, 84,A
2025-02-19 17:38:14.508,972, 25, 639, 4, 62, 13, -8, -4, 12, 853, 70,A
2025-02-19 17:38:15.340,739, -12, 671, -4, 0, -3, -9, -6, 13, 852, 71,B
2025-02-19 17:38:15.431,708, -6, 662, 4, -5, -10, -9, -7, 13, 850, 77,B
2025-02-19 17:38:15.545,741, -92, 665, -10, -6, -27, -8, -8, 13, 807, 83,B
2025-02-19 17:38:15.647,858, 188, 505, 3, 1, 31, -9, -6, 15, 779, 91,B
2025-02-19 17:38:15.758,781, -116, 636, -6, -2, -49, -9, -8, 13, 841, 83,B
2025-02-19 17:38:15.865,645, 54, 772, -19, -13, 40, -9, -8, 13, 862, 84,B
2025-02-19 17:38:15.967,937, 28, 636, -18, -15, 26, -8, -7, 13, 827, 85,B
2025-02-19 17:38:16.073,839, 10, 517, 3, 7, 19, -8, -6, 14, 726, 92,B
2025-02-19 17:38:16.187,573, -64, 640, -49, 55, -5, -8, -4, 13, 786, 38,B
2025-02-19 17:38:16.900,748, -38, 650, -2, -2, -1, -9, -5, 13, 832, 73,C
2025-02-19 17:38:16.998,684, -41, 645, 4, -17, -8, -10, -7, 14, 849, 82,C
2025-02-19 17:38:17.104,709, -81, 696, 6, 0, -23, -7, -6, 16, 841, 86,C
2025-02-19 17:38:17.207,888, 164, 517, 1, -4, 52, -7, -7, 13, 656, 85,C
2025-02-19 17:38:17.321,727, -57, 693, 13, -7, 1, -9, -5, 13, 878, 82,C
2025-02-19 17:38:17.429,474, -147, 738, -26, 36, 3, -9, -3, 11, 834, 29,C
2025-02-19 17:38:18.247,740, -30, 655, 2, -4, -3, -11, -6, 14, 830, 73,D
2025-02-19 17:38:18.338,742, 6, 652, 5, 0, -7, -8, -7, 13, 839, 79,D
2025-02-19 17:38:18.453,715, -144, 636, -3, 1, -28, -8, -5, 13, 831, 84,D
2025-02-19 17:38:18.555,781, 89, 652, 12, 8, 37, -9, -5, 14, 726, 86,D
2025-02-19 17:38:18.667,817, -64, 689, -18, -18, -27, -8, -6, 13, 866, 78,D
2025-02-19 17:38:18.772,746, 176, 655, -18, -2, 61, -8, -6, 14, 758, 85,D
2025-02-19 17:38:18.878,841, 33, 622, -44, 67, 18, -9, -5, 12, 700, 54,D
2025-02-19 17:38:18.988,603, -99, 728, 0, -21, -13, -9, -4, 12, 780, 37,D
2025-02-19 17:38:19.707,729, -32, 665, 1, -3, -3, -8, -6, 14, 824, 66,E
