Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force,IR_A,Letter
2025-02-19 16:35:58.399,676, -92, 685, -6, 0, 0, -5, -2, 8, 0, 30,noise
2025-02-19 16:35:58.499,688, -23, 698, 14, -13, -11, -5, -2, 9, 0, 33,noise
2025-02-19 16:35:58.611,712, -22, 694, 11, -1, -10, -4, -4, 10, 3, 37,noise
2025-02-19 16:35:58.711,736, 2, 680, 10, 2, -15, -6, -4, 8, 0, 39,noise
2025-02-19 16:35:58.819,726, 33, 686, 0, 1, -7, -5, -4, 8, 0, 42,noise
2025-02-19 16:35:58.929,699, 50, 682, -3, -6, -7, -6, -3, 8, 40, 48,noise
2025-02-19 16:35:59.036,722, -3, 686, -17, -7, 20, -5, -3, 9, 278, 50,noise
2025-02-19 16:35:59.143,731, -6, 679, 5, 0, 8, -6, -5, 8, 180, 46,noise
2025-02-19 16:35:59.249,706, -7, 675, 8, 2, -4, -5, -4, 8, 26, 44,noise
2025-02-19 16:35:59.349,721, 18, 669, 3, 2, -4, -4, -4, 10, 0, 45,noise
2025-02-19 16:36:01.179,784, -95, 616, -2, -5, -9, -6, -5, 14, 720, 66,A
2025-02-19 16:36:01.270,794, -68, 614, -6, -6, -8, -6, -4, 14, 768, 67,A
2025-02-19 16:36:01.379,740, -35, 624, -8, -19, -9, -6, -6, 13, 722, 73,A
2025-02-19 16:36:01.491,874, 12, 561, -2, -6, -16, -7, -8, 14, 713, 104,A
2025-02-19 16:36:01.593,810, -26, 565, -2, 2, -12, -7, -9, 15, 731, 107,A
2025-02-19 16:36:01.707,809, -33, 574, -2, -2, -12, -7, -9, 17, 696, 112,A
2025-02-19 16:36:01.809,956, 356, 419, -8, 2, 44, -6, -9, 14, 252, 106,A
2025-02-19 16:36:01.919,574, -154, 541, -7, -19, -64, -8, -6, 14, 665, 101,A
2025-02-19 16:36:02.031,771, -100, 633, 13, -32, 75, -7, -8, 15, 682, 106,A
2025-02-19 16:36:02.129,930, -12, 607, 25, 62, -20, -7, -5, 13, 686, 99,A
2025-02-19 16:36:02.243,806, -142, 505, 50, 5, -21, -5, -7, 16, 249, 105,A
2025-02-19 16:36:02.343,817, 42, 574, 7, 2, 14, -4, -7, 16, 783, 102,A
2025-02-19 16:36:02.449,658, -163, 684, 6, 51, 24, -6, -5, 12, 422, 0,A
2025-02-19 16:36:03.269,778, 13, 623, 3, -6, -4, -6, -7, 14, 690, 77,B
2025-02-19 16:36:03.370,723, -22, 613, 9, -14, -20, -7, -8, 13, 622, 95,B
2025-02-19 16:36:03.481,786, -202, 773, -30, -14, 56, -7, -8, 15, 543, 99,B
2025-02-19 16:36:03.584,744, 83, 529, 20, 17, -67, -6, -6, 13, 660, 98,B
2025-02-19 16:36:03.692,836, 109, 638, -9, -25, 6, -5, -8, 15, 746, 100,B
2025-02-19 16:36:03.796,945, 84, 377, 10, 11, 9, -6, -8, 14, 607, 102,B
2025-02-19 16:36:03.907,687, 70, 757, -6, -18, 30, -7, -6, 15, 666, 99,B
2025-02-19 16:36:04.009,1004, 18, 492, 26, 31, -7, -6, -5, 14, 327, 96,B
2025-02-19 16:36:04.125,531, -157, 703, 13, -26, -22, -7, -5, 12, 553, 46,B
2025-02-19 16:36:04.841,801, 18, 597, 0, -3, -3, -7, -7, 14, 647, 80,C
2025-02-19 16:36:04.935,800, 20, 594, 2, -6, -4, -7, -8, 14, 664, 86,C
2025-02-19 16:36:05.042,768, 14, 583, 1, -10, -6, -7, -8, 15, 699, 96,C
2025-02-19 16:36:05.149,726, -82, 639, 17, 10, -24, -7, -9, 14, 495, 102,C
2025-02-19 16:36:05.259,906, 231, 504, 9, -15, 64, -5, -7, 12, 330, 95,C
2025-02-19 16:36:05.359,820, 60, 577, 10, 2, 4, -5, -5, 15, 803, 94,C
2025-02-19 16:36:05.469,541, -155, 714, -23, 17, 5, -5, -3, 11, 607, 0,C
2025-02-19 16:36:06.291,785, 14, 616, 2, -1, -5, -6, -7, 12, 586, 56,D
2025-02-19 16:36:06.385,761, 27, 622, 4, -10, -13, -7, -8, 14, 477, 62,D
2025-02-19 16:36:06.492,809, 54, 610, -1, -3, -13, -7, -9, 14, 366, 83,D
2025-02-19 16:36:06.602,827, 281, 639, -3, -16, 58, -7, -7, 15, 489, 89,D
2025-02-19 16:36:06.709,806, -60, 549, 34, 23, -75, -4, -6, 14, 549, 91,D
2025-02-19 16:36:06.809,660, 112, 731, -10, -20, 17, -6, -9, 13, 768, 0,D
2025-02-19 16:36:06.919,819, 27, 465, 13, 34, 19, -6, -7, 15, 229, 96,D
2025-02-19 16:36:07.029,570, -81, 730, -33, 20, 2, -6, -7, 11, 538, 43,D
2025-02-19 16:36:07.849,773, -11, 624, -1, -2, -2, -7, -7, 14, 605, 68,E
2025-02-19 16:36:07.942,781, 6, 610, -1, -2, -2, -6, -8, 13, 606, 71,E
2025-02-19 16:36:08.052,764, 12, 622, -2, -3, -5, -6, -7, 13, 573, 75,E
2025-02-19 16:36:08.159,712, -37, 615, -2, -11, -20, -7, -6, 14, 439, 84,E
2025-02-19 16:36:08.265,774, -75, 608, 10, 0, -19, -7, -8, 14, 288, 98,E
2025-02-19 16:36:08.371,818, 181, 532, 0, -6, 36, -5, -7, 14, 234, 99,E
2025-02-19 16:36:08.486,531, -164, 582, -23, -13, -75, -9, -7, 12, 476, 85,E
2025-02-19 16:36:08.589,724, 130, 615, 17, -21, 13, -6, -10, 15, 761, 0,E
2025-02-19 16:36:08.691,601, 38, 620, -49, 47, 17, -6, -8, 14, 500, 76,E
