Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force,IR_A,Letter
2025-02-19 15:36:04.569,370, -24, 942, 21, 6, -10, -3, 1, 0, 0, 11,noise
2025-02-19 15:36:04.660,358, 2, 939, 20, 6, -5, -2, 2, -3, 0, 12,noise
2025-02-19 15:36:04.770,364, 61, 933, 21, -3, 0, -1, 2, -2, 0, 12,noise
2025-02-19 15:36:04.869,359, 49, 920, -13, -12, 3, -2, 1, -1, 0, 12,noise
2025-02-19 15:36:04.987,367, 46, 903, -8, -10, -2, -4, 1, -1, 0, 11,noise
2025-02-19 15:36:05.090,401, 30, 918, -13, -17, 1, -3, 1, 0, 0, 12,noise
2025-02-19 15:36:05.200,465, -20, 897, -19, -14, 6, -3, 1, 1, 0, 11,noise
2025-02-19 15:36:05.307,466, -11, 837, -31, -24, 10, -6, 4, 4, 0, 11,noise
2025-02-19 15:36:05.415,476, -219, 914, -98, -22, -52, -4, 6, 6, 0, 10,noise
2025-02-19 15:36:05.519,593, -189, 872, 8, 1, 20, -4, 6, 7, 138, 11,noise
2025-02-19 15:36:05.629,495, -204, 826, 49, 13, 31, -4, 7, 7, 0, 10,noise
2025-02-19 15:36:05.732,407, -148, 870, 18, -6, 5, -2, 7, 4, 0, 10,noise
2025-02-19 15:36:05.842,467, -132, 856, 15, -13, -12, -4, 7, 4, 0, 9,noise
2025-02-19 15:36:05.949,512, -89, 837, 3, -15, -9, -4, 6, 6, 0, 9,noise
2025-02-19 15:36:06.050,548, -71, 832, 0, -10, -4, -4, 5, 4, 0, 9,noise
2025-02-19 15:36:06.160,546, -80, 834, -2, -3, 0, -5, 5, 5, 0, 10,noise
2025-02-19 15:36:06.269,549, -76, 831, -2, -3, -2, -3, 4, 5, 0, 12,noise
2025-02-19 15:36:06.369,545, -59, 821, -6, -1, 1, -5, 6, 3, 0, 28,noise
2025-02-19 15:36:06.483,555, -80, 835, -3, 2, 0, -5, 5, 5, 0, 34,noise
2025-02-19 15:36:06.589,534, -74, 839, 0, 2, -1, -4, 6, 6, 0, 15,noise
2025-02-19 15:36:06.692,525, -73, 820, -2, 0, 0, -5, 6, 5, 0, 24,noise
2025-02-19 15:36:06.799,524, -79, 839, -2, -1, -1, -5, 6, 5, 0, 21,noise
2025-02-19 15:36:06.909,538, -88, 839, 4, 0, -3, -4, 5, 6, 0, 17,noise
2025-02-19 15:36:07.017,541, -54, 830, -5, -2, 0, -5, 4, 5, 0, 19,noise
2025-02-19 15:36:07.125,471, -232, 891, 29, -5, 1, -4, 6, 7, 0, 27,noise
2025-02-19 15:36:07.232,532, -68, 859, 3, 1, 1, -5, 5, 7, 1, 73,noise
2025-02-19 15:36:07.342,538, -83, 835, -1, -1, -1, -2, 6, 5, 0, 71,noise
2025-02-19 15:36:07.449,531, -89, 846, -1, -11, 6, -5, 5, 7, 0, 95,noise
2025-02-19 15:36:07.551,537, -84, 821, 2, 0, -3, -4, 5, 5, 0, 93,noise
2025-02-19 15:36:07.649,550, -83, 830, 1, 1, -1, -3, 5, 6, 3, 89,noise
2025-02-19 15:36:07.765,543, -84, 827, -2, 0, -1, -5, 6, 6, 0, 83,noise
2025-02-19 15:36:07.875,551, -91, 830, -2, 2, -2, -3, 5, 5, 1, 85,noise
2025-02-19 15:36:07.981,553, -79, 836, 1, 0, 0, -5, 6, 5, 0, 77,noise
2025-02-19 15:36:10.204,727, -74, 655, -26, -1, -14, -6, 1, 16, 790, 71,A
2025-02-19 15:36:10.301,763, -97, 647, -4, 3, -8, -8, 0, 14, 802, 80,A
2025-02-19 15:36:10.399,763, -71, 644, 2, -3, -6, -9, 0, 17, 827, 87,A
2025-02-19 15:36:10.509,719, -61, 631, 2, -3, -15, -8, 0, 16, 843, 91,A
2025-02-19 15:36:10.619,773, -47, 630, -6, -2, -7, -8, -2, 16, 846, 105,A
