Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force1,Force2,Force3,Letter
2025-03-10 11:40:16.943,294, 831, 411, -44, 10, 17, 5, -3, 7, 13, 594, 373,noise
2025-03-10 11:40:16.950,468, 725, 424, -49, 11, 20, 4, -2, 6, 13, 567, 475,noise
2025-03-10 11:40:16.951,294, 831, 411, -44, 10, 17, 5, -3, 7, 13, 594, 373,noise
2025-03-10 11:40:16.953,468, 725, 424, -49, 11, 20, 4, -2, 6, 13, 567, 475,noise
2025-03-10 11:40:23.854,581, 677, 502, 4, -2, 4, -1, -5, 5, 820, 757, 626,A
2025-03-10 11:40:23.903,588, 667, 489, 3, -2, 3, -1, -3, 6, 818, 757, 622,A
2025-03-10 11:40:23.954,574, 672, 504, 0, -1, -1, -1, -5, 5, 821, 762, 628,A
2025-03-10 11:40:24.014,562, 663, 528, 1, -3, 3, -1, -5, 6, 815, 759, 633,A
2025-03-10 11:40:24.068,581, 650, 516, 4, -8, 1, -1, -4, 7, 815, 761, 630,A
2025-03-10 11:40:24.120,604, 655, 468, 5, -9, 1, -1, -5, 6, 813, 756, 638,A
2025-03-10 11:40:24.173,604, 662, 427, -6, 1, -9, -2, -6, 7, 791, 756, 633,A
2025-03-10 11:40:24.223,589, 663, 482, -5, 3, -9, -2, -5, 7, 792, 757, 634,A
2025-03-10 11:40:24.283,552, 684, 508, -14, 7, -10, 1, -4, 6, 800, 759, 640,A
2025-03-10 11:40:24.338,566, 672, 486, -6, 2, -4, -1, -5, 5, 800, 761, 641,A
2025-03-10 11:40:24.389,556, 622, 566, -4, 1, -8, 1, -4, 5, 800, 762, 649,A
2025-03-10 11:40:24.443,521, 705, 519, 5, 1, -6, -1, -4, 3, 816, 767, 656,A
2025-03-10 11:40:24.493,489, 707, 493, 44, -33, 11, 1, -5, 5, 816, 772, 665,A
2025-03-10 11:40:24.554,491, 857, 609, -7, -12, -18, 1, -6, 8, 840, 787, 671,A
2025-03-10 11:40:24.605,655, 678, 589, 34, -34, 50, 0, -6, 9, 864, 799, 684,A
2025-03-10 11:40:24.664,804, 685, 46, -32, 15, -25, -2, -5, 8, 861, 804, 702,A
2025-03-10 11:40:24.721,409, 675, 604, -27, 24, -14, 0, -4, 7, 855, 788, 679,A
2025-03-10 11:40:24.773,574, 776, 426, -10, 17, -10, 0, -4, 5, 843, 789, 684,A
2025-03-10 11:40:24.834,562, 656, 495, -14, -2, -13, 1, -4, 6, 834, 789, 679,A
2025-03-10 11:40:24.887,461, 719, 629, 9, -5, 6, 1, -5, 4, 834, 785, 668,A
2025-03-10 11:40:24.939,543, 698, 536, 24, -21, 19, 1, -6, 6, 840, 791, 678,A
2025-03-10 11:40:24.993,643, 693, 357, 11, -16, 11, 0, -5, 7, 838, 780, 672,A
2025-03-10 11:40:25.048,599, 699, 388, -14, -3, -9, 0, -6, 7, 814, 771, 663,A
2025-03-10 11:40:25.104,542, 708, 439, -9, -2, 2, -1, -5, 7, 822, 783, 666,A
2025-03-10 11:40:25.155,608, 700, 383, 4, -2, 9, 0, -4, 6, 837, 794, 670,A
2025-03-10 11:40:25.205,630, 674, 417, -8, 6, -1, -1, -5, 7, 841, 803, 682,A
2025-03-10 11:40:25.268,579, 708, 470, -19, 10, 3, -2, -4, 6, 845, 806, 696,A
2025-03-10 11:40:25.321,664, 665, 455, -41, -2, -15, 0, -4, 9, 753, 805, 711,A
2025-03-10 11:40:25.379,551, 675, 490, -62, -6, -34, 1, -4, 6, 15, 783, 651,A
2025-03-10 11:40:25.427,486, 670, 618, -45, -24, -38, 2, -4, 3, 4, 782, 580,A
2025-03-10 11:40:25.489,554, 673, 713, -29, -51, -37, 1, -4, 3, 11, 766, 567,A
2025-03-10 11:40:25.544,458, 737, 650, 43, -107, 69, 0, -4, 3, 848, 780, 721,A
2025-03-10 11:40:25.603,595, 696, -35, -30, -48, 74, -7, -2, 4, 912, 791, 759,A
2025-03-10 11:40:25.656,593, 363, 676, 15, 22, 52, -7, -1, 3, 939, 841, 792,A
2025-03-10 11:40:25.706,949, 705, 364, 42, 4, -2, -8, 0, 5, 940, 853, 805,A
2025-03-10 11:40:25.764,706, 502, 341, -11, -20, -21, -8, -1, 6, 960, 892, 834,A
2025-03-10 11:40:25.823,541, 666, 380, 25, 12, 31, -7, -3, 4, 956, 922, 861,A
2025-03-10 11:40:25.874,704, 450, 631, 14, 19, 47, -8, -3, 6, 954, 939, 875,A
