Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Force1,Force2,Force3,Letter
2025-03-10 12:08:58.249,406, 313, 51, -34, 40, -50, -7, -2, 4, 48, 710, 627,noise
2025-03-10 12:08:58.259,129, 388, 542, -26, 64, -23, -6, -2, 1, 47, 600, 435,noise
2025-03-10 12:08:58.261,406, 313, 51, -34, 40, -50, -7, -2, 4, 48, 710, 627,noise
2025-03-10 12:08:58.263,129, 388, 542, -26, 64, -23, -6, -2, 1, 47, 600, 435,noise
2025-03-10 12:09:05.163,667, 581, 489, -1, 0, 0, 0, 0, -1, 844, 605, 463,A
2025-03-10 12:09:05.209,665, 577, 484, -1, 0, 0, 1, -1, -1, 842, 602, 459,A
2025-03-10 12:09:05.269,667, 577, 490, -2, 1, -1, -1, 0, 1, 843, 596, 460,A
2025-03-10 12:09:05.323,660, 573, 490, -1, 0, -1, 0, 0, -1, 843, 594, 458,A
2025-03-10 12:09:05.375,669, 574, 494, -2, 0, -1, -1, 0, 0, 845, 599, 462,A
2025-03-10 12:09:05.429,670, 582, 494, -1, 0, -1, -1, -1, 0, 843, 599, 459,A
2025-03-10 12:09:05.479,660, 576, 495, -1, 0, -1, -1, 0, 0, 843, 601, 461,A
2025-03-10 12:09:05.529,660, 574, 486, -1, 0, 0, 0, -1, -1, 842, 599, 458,A
2025-03-10 12:09:05.588,663, 582, 499, -1, -1, 0, 0, 0, -1, 842, 605, 462,A
2025-03-10 12:09:05.640,666, 569, 485, -2, 0, -1, 0, 0, 0, 843, 603, 458,A
2025-03-10 12:09:05.690,665, 577, 501, -3, 0, -2, 0, 0, -1, 843, 607, 461,A
2025-03-10 12:09:05.749,674, 569, 530, 0, -13, -10, 1, 0, -2, 849, 617, 452,A
2025-03-10 12:09:05.800,672, 613, 536, 4, -27, -1, 0, 2, -1, 855, 630, 468,A
2025-03-10 12:09:05.859,676, 571, 515, 6, -33, -12, -3, 0, 1, 879, 660, 494,A
